FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
1029,Centre Street,4870800,5,2,0,2019,BFBL,273.348565526,369.351180957675
1030,Veterans Of Foreign Wars Parkway,6287000,2,3,1,2013,BL,477.124993868,644.150801167098
1031,Commonwealth Avenue Frontage Road Eb,5109000,0,2,1,2013,SLM,45.5272347099,61.5059287675254
1032,Commonwealth Avenue Frontage Road Wb,5309900,0,2,1,2013,BL,90.4642560642,122.220883156075
1033,Cambridge Street,5237200,3,2,0,2010,BL,76.0592938147,102.860671121395
1034,Cambridge Street,5193200,3,2,0,2010,BL,84.1133938585,113.676959170931
1035,Centre Street,4856700,5,2,0,2019,BFBL,88.3384557316,119.485547551035
1036,Centre Street,4843300,5,2,0,2019,BFBL,79.1753419786,107.094299821514
1037,Centre Street,4834200,5,2,0,2019,BFBL,80.7136998243,109.174845151689
1038,Commonwealth Avenue Frontage Road Eb,5109600,0,2,1,2013,SLM,137.911806851,186.863705187135
1039,Commonwealth Avenue Frontage Road Eb,5110100,0,2,1,2013,SLM,61.6948312068,83.6355543474524
1040,Cambridge Street,4482400,3,2,0,2010,BL,65.5811529459,88.6750606426752
1041,Cambridge Street,4480000,3,2,0,2010,BL,50.3549511773,68.0790316668717
1042,Cambridge Street,5193800,3,2,0,2010,SLM,80.5810471249,108.957323385704
1043,Everett Street,5624000,6,2,0,2017,BLSL,423.239026968,573.801670223945
1044,Brighton Avenue,5576100,3,2,1,2019,SLM,55.9723607896,75.6386458574938
1045,Brighton Avenue,6244600,3,2,1,2013,SLM,129.141703256,174.498439510955
1046,Western Avenue,5126000,5,2,0,2015,BLSL,25.283096603,34.1705857180709
1047,Walter Street,5175800,6,2,0,2016,BLSL,22.4946087679,30.4331931881999
1048,Belgrade Avenue,4891100,3,2,0,2009,BL,63.5081309144,85.762347066993
1049,Centre Street,6292100,5,2,1,2010,SLM,43.6629850487,59.0742939675029
1050,Centre Street,6247900,5,2,1,2010,BL,76.2809000775,103.148024156956
1051,Cambridge Street,5623700,3,2,1,2015,BFBL,245.132653594,331.437855420013
1052,Western Avenue,5638900,5,2,0,2015,BLSL,37.2163089568,50.3053011328726
1053,River Street,5079000,5,2,0,2012,BLSL,67.0452294592,90.6479291502843
1054,South Street,4886800,3,2,0,2009,BL,151.488683846,204.649532396309
1055,Washington Street,4865500,3,2,0,2009,BL-PEAKBUS,155.198875566,209.96269321549
1056,Walter Street,5222500,6,2,0,2016,SLM,38.6639529647,52.1972364572029
1057,Washington Street,4843200,3,2,0,2009,BL-PEAKBUS,69.2351070698,93.6662148799595
1058,Washington Street,5116800,3,2,0,2009,BL-PEAKBUS,20.2556242223,27.411383235267
1059,Centre Street,6264500,2,3,1,2011,BL,45.2827660976,61.3330854544557
1060,Perkins Street,4648700,5,2,0,2010,SLM,29.1060989961,39.3118463064229
1061,Huntington Avenue,5383300,3,2,1,2010,SLM,61.3860216921,82.9459378982402
1062,Brighton Avenue,5246900,3,2,1,2019,SLM,58.5489243084,79.1159280665815
1063,Brighton Avenue,5720800,3,2,1,2019,SLM,155.44142713,210.042873824978
1064,Brighton Avenue,5246700,3,2,1,2010,BL,31.7825028349,42.944212540586
1065,Cambridge Street,5609900,3,2,1,2015,BFBL,56.9665240068,77.0215156697732
1066,North Harvard Street,5813800,5,2,0,2009,BLSL,80.1482571708,108.688150266821
1067,North Harvard Street,5814000,5,2,0,2009,BLSL,9.97385111216,13.5189993971598
1068,Western Avenue,4436200,5,2,0,2012,BL,81.958088724,110.761072194976
1069,Western Avenue,5151800,5,2,0,2021,SBL,62.0427358449,83.8460311075658
1070,Washington Street,5281100,3,2,0,2016,BFBL,19.3365252623,26.1528999644761
1071, ,6317600,0, ,0, ,SUP,13.2130125339,17.8423356829962
1072,American Legion Highway,5172500,5,2,1,2020,SBL,76.4548887196,103.537323239092
1073,Centre Street,5199300,5,2,0,2011,SLM,49.4089669849,66.720877805661
1074,Perkins Street,5150400,5,3,1,2008,BL,12.1938484686,16.4904453302237
1075,Perkins Street,6229000,5,3,1,2008,BL,54.7176971739,73.9683358498027
1076,Perkins Street,5150600,5,3,1,2008,BL,33.8227253472,45.753980853428
1077,Cambridge Street,6269000,3,2,1,2015,BFBL,299.978039801,405.776829964705
1078,American Legion Highway,6232400,5,2,1,2020,BL,104.136858057,141.028948185923
1079,American Legion Highway,6222900,5,2,1,2009,BFBL,135.349657861,183.328802404516
1080,Walk Hill Street,5133300,5,2,0,2015,BL,297.358491348,402.277051750445
1081,South Street,4774800,6,2,0,2018,SBL,66.9769344727,90.7503129918741
1082,Arborway,5764200,0,3,1,2018,SBL,468.444296116,632.595411208722
1083,South Huntington Avenue,5127700,5,2,0,2010,BL,198.511863102,269.022964004704
1084,South Street,5167000,5,2,0,2010,SLM,46.9803772575,63.6565098715937
1085,South Street,4750100,5,2,0,2010,SLM,39.1679180363,53.0585722697112
1086,Centre Street,4734100,5,2,0,2010,BL,43.0164764292,58.2855845121632
1087,Centre Street,4697700,5,2,0,2010,BL,55.7522043792,75.561142160103
1088,Centre Street,4702900,5,2,0,2010,BL,25.1278309833,34.0547564000688
1089,Centre Street,4686700,5,2,0,2010,BL,58.6916594297,79.5414862370373
1090,Huntington Avenue,6270800,3,2,1,2013,SLM,70.3812559146,95.0689441338337
1091,Commonwealth Avenue,6294400,3,2,1,2018,SBL,235.143952167,317.732731095259
1092,American Legion Highway,5120300,5,2,1,2020,SBL,616.134734233,832.3632045987
1093,Walk Hill Street,5688900,5,2,0,2015,BL,109.585689641,148.201206698483
1094,Arborway,5241500,0,3,1,2018,SBL,42.0384344355,56.7548956015705
1095,James Shea Circle,5489300,2,1,1,2018,SBL,17.8142430329,24.0537407347598
1096,Huntington Avenue,5679400,3,2,0,2013,SLM,113.114005696,152.905199446032
1097,Brookline Avenue,4570000,2,2,0,2013,SLM,66.6055366965,90.1765663201588
1098,Longwood Avenue,5318500,5,2,0,2015,BLSL,20.824523616,28.1647448634751
1099,Brookline Avenue,6297900,2,2,0,2020,BL,100.128658384,135.561963259873
1100,Commonwealth Avenue,5176700,3,2,1,2008,BL,193.24370257,261.115096425462
1101,Park Drive,5383400,2,2,0,2015,BL,14.7932202232,20.0480707358527
1102,Commonwealth Avenue,6233600,3,2,1,2008,BL,131.253635683,177.35220698222
1103,River Street,5053200,5,2,0,2013,SLM,106.136100992,143.203634321661
1104,River Street,5155800,5,2,0,2013,SLM,40.0330794549,54.0319784088942
1105,River Street,5729900,5,2,0,2013,SLM,18.8047770612,25.4087364723922
1106,Walk Hill Street,4947100,5,2,0,2014,SLM,185.98004136,251.394246999232
1107,Walk Hill Street,5168300,5,2,0,2015,BL,90.9799774414,123.03590009902
1108,Morton Street,5688400,2,1,1,2013,BFBL,441.456549157,597.313703557027
1109,Forsyth Street,5380800,0,2,0,2012,BL,103.786298441,140.657546977728
1110,Forsyth Street,5380900,0,2,0,2012,BL,27.8030619381,37.682447859152
1111,Massachusetts Avenue,5200000,3,2,0,2016,SBL,191.910251636,260.102856399215
1112,Centre Street,4637400,5,2,0,2010,BLSL,33.4717239722,45.2058952356511
1113,Centre Street,4637500,5,2,0,2010,BLSL,62.502174024,84.41191148796
1114,Centre Street,5147300,5,2,0,2011,SLM,152.349351489,205.766468573683
1115,Tremont Street,5316000,5,2,0,2015,SLM,61.2525784799,82.7964423758681
1116,Palace Road,5745000,0,2,0,2012,SLM,99.854194781,135.284271083507
1117,Huntington Avenue,6241500,3,2,1,2013,SLM,96.6806332353,130.702605031729
1118,Saint Alphonsus Street,5350600,5,2,0,2015,BL,59.6297047639,80.7863800951175
1119,Beacon Street,5190000,3,2,1,2018,SBL,65.9429539842,89.127268490395
1120,Beacon Street,5190100,3,2,1,2020,SBL,69.0121596421,93.2772952320475
1121,River Street,5868800,5,2,0,2013,SLM,43.5694611174,58.8558971371999
1122,Blue Hill Avenue,6285400,5,2,1,2010,SLM,36.9710755526,50.0977794686144
1123,Warren Street,4714200,5,2,0,2010,SLM,33.9952667085,46.0681554766487
1124,Blue Hill Avenue,5175300,2,2,1,2010,SLM,111.911218698,151.562616912809
1125,Blue Hill Avenue,6282300,2,2,1,2010,BL,92.7763968849,125.665377743426
1126,Blue Hill Avenue,4966300,2,2,1,2010,BL,93.4172167657,126.508558923517
1127,Morton Street,5690800,2,1,1,2013,BL,36.4506283632,49.3525643006402
1128,American Legion Highway,6236100,5,2,1,2020,SBL,77.8207743966,105.307458531464
1129,Walnut Avenue,5308200,6,2,0,2011,SLM,76.5125595246,103.515774139842
1130,Walnut Avenue,4710200,6,2,0,2011,SLM,124.154735699,167.946101418908
1131,Washington Street,4743000,3,2,0,2016,SLM,24.1406211087,32.6687032881745
1132,Essex Street,5871500,2,2,0,2018,BL,21.0104046911,28.4897061476729
1133,Washington Street,5734500,3,2,0,2016,SLM,119.442384452,161.663919453755
1134,Washington Street,4705600,3,2,0,2016,SLM,77.2384329178,104.541482748334
1135,Brookline Avenue,4532200,3,2,0,2019,SBLSL,221.804846651,300.330461710443
1136,Brookline Avenue,5354500,3,2,0,2019,BLSL,50.6537616281,68.6011956134296
1137,Boylston Street,4529600,2,2,0,2022,SBL,99.4991417624,134.479010212292
1138,Maitland Street,5742900,0,2,0, ,SLM,33.1991323736,44.9966753717101
1139, ,5903300,0, ,0, ,SUP,122.57665143,165.510581677232
1140,Thornton Street,5832200,0,2,0,2011,SLM,48.1554159814,65.1481460511734
1141,Huntington Avenue,6261600,3,2,1,2012,SLM,92.5780611157,125.158395677346
1142,Museum Road,5381200,0,2,0,2010,SLM,203.56657701,275.249965633376
1143,Ruggles Street,6305500,5,2,0,2010,SLM,55.6047208019,75.1667182437496
1144,Forsyth Way,5424900,5,2,1,2011,BL,166.164138344,225.039290771245
1145,Commonwealth Avenue,6224600,3,2,1,2009,BL,74.6056332646,100.801550013445
1146,Brookline Avenue,45732100,3,2,1,2009,SLM,68.7114264588,92.9032231576545
1147,Blue Hill Avenue,5124200,2,2,1,2010,BL,87.3085153642,118.24201340418
1148,Blue Hill Avenue,6223900,2,2,1,2010,BL,85.9919865066,116.462942904111
1149,Blue Hill Avenue,6218800,3,2,1,2010,BL,59.5030831115,80.5914044590896
1150,Blue Hill Avenue,6219100,3,2,1,2010,BL,74.6930183963,101.169620989678
1151,Blue Hill Avenue,6219300,3,2,1,2010,BL,59.5242765918,80.6242189152839
1152,Blue Hill Avenue,6219400,3,2,1,2010,BL,32.2801457839,43.7238075120692
1153,Blue Hill Avenue,4856600,3,2,1,2010,BL,92.6325319593,125.472580900753
1154,Blue Hill Avenue,5111300,3,2,1,2010,BL,21.3456655796,28.9126647132937
1155,Blue Hill Avenue,4805400,3,2,1,2012,BL,198.393906854,268.752053279771
1156,Talbot Avenue,5691000,5,2,0,2010,BL,107.030727524,144.554746103531
1157,Blue Hill Avenue,6227300,3,2,1,2012,SLM,87.1061030742,117.998391642436
1158,Walnut Avenue,4666600,6,2,0,2011,SLM,125.447361762,169.850652424319
1159,Walnut Avenue,5189400,6,2,0,2011,SLM,79.6451219063,107.586007974834
1160,Walnut Avenue,4651300,6,2,0,2011,BLSL,84.5288109611,114.509994420904
1161,Huntington Avenue,5978400,3,2,1,2012,SLM,156.501394865,211.846685631892
1162,Commonwealth Avenue,5859202,3,2,1,2010,BL,10.0461972058,13.5730901918968
1163,Hereford Street,5269700,5,2,0,2013,BL,49.7756839631,67.468319478753
1164,Boylston Street,5650300,3,2,0,2020,SBL,14.510723256,19.6067210084182
1165,Boylston Street,5861900,3,2,0,2020,SBL,34.6346925648,46.7966115606137
1166,Washington Street,4465300,0,2,0,0,PED,96.1585470356,130.220173813393
1167,Massachusetts Avenue,5589000,3,2,0,2016,SBLBL,109.744804075,148.763505247416
1168,Willowwood Street,5723700,0,2,0,2015,SLM,71.8919989974,97.3772681543351
1169,Ballou Avenue,4925600,0,2,0,2015,SLM,64.165182567,86.6665334961588
1170,Warren Street,5191800,5,2,0,2010,SLM,17.0052369616,23.0471295066558
1171,Walnut Avenue,4647200,6,2,0,2011,BLSL,45.8755583799,62.1371481190226
1172,Warren Street,6263500,5,2,1,2011,BL,268.341118757,363.654714223466
1173,Martin Luther King Boulevard,6248600,5,2,1,2010,BL,13.1009054965,17.7012281424887
1174,Warren Street,5602300,5,2,1,2011,BL,39.1524809698,53.0675523501485
1175,Warren Street,5799700,5,2,1,2011,BL,72.7421255974,98.5988395101933
1176,Warren Street,4614500,5,2,0,2011,SLM,85.427207099,115.7987242253
1177,Warren Street,6264200,5,2,1,2021,SBL,41.9167632005,56.8178016951792
1178,Warren Street,5601300,5,2,1,2011,BL,20.5323626603,27.8320058626808
1179,Washington Street,5271600,3,2,0,2011,SLM,100.740111308,136.364993111395
1180,Washington Street,6245300,3,2,1,2011,SLM,69.5350150534,94.192213981042
1181,Massachusetts Avenue,5260300,3,2,0,2011,BL,164.789722178,222.966793835378
1182,Massachusetts Avenue,4536900,3,2,0,2016,BL,84.2399823033,113.991851901487
1183,Belvidere Street,5342900,5,2,0,2013,BL,83.448649906,112.755178969395
1184,Norfolk Street,4867900,5,2,0,2017,BL,46.1152396694,62.2626051038913
1185,Columbia Road,6284100,5,2,1,2010,BL,68.9943496996,93.3511143130372
1186,Geneva Avenue,5854300,5,2,0,2016,SLM,209.879818828,283.654339890839
1187,Columbia Road,5218000,5,2,1,2010,BL,152.806532203,206.643485050316
1188,Dorchester Avenue,4942000,3,2,0,2010,SLM,46.6716287461,63.2118051957467
1189,Dorchester Avenue,4928800,3,2,0,2010,SLM,76.068642524,103.031000095903
1190,Washington Street,4559900,3,2,0,2011,SLM,79.6083713515,107.732165895885
1191,Columbus Avenue,4522200,3,2,0,2009,BL,74.1392769994,100.364802339235
1192,Dartmouth Street,5663300,5,2,0,2011,SLM,26.1337599824,35.4220916492137
1193,West Dedham Street,5616300,5,2,0,2011,BLSL,51.5139629147,69.7718473933403
1194,Huntington Avenue,5595400,3,2,1,2015,SLM,216.308601162,292.79150491702
1195,Dartmouth Street,4508400,5,2,0,2011,BL,117.171180064,158.821592085479
1196,Stuart Street,4503600,3,2,0,2017,BL,185.783024821,251.125975642158
1197,Dartmouth Street,5269300,5,2,0,2020,BFBL,52.0010332283,70.4914301897172
1198,Sullivan Square,5872200,3,2,0,2014,BFBL,49.7943203335,67.3346795614138
1199,Sullivan Square,5699300,3,2,0,2014,BFBL,12.6202084984,17.0966300777304
1200,Main Street,5699200,5,2,1,2014,BFBL,72.1402338886,97.6604817762691
1201,Dorchester Avenue,5398500,3,2,0,2010,SLM,72.5362309942,98.2314199986585
1202,Norfolk Street,5847600,5,2,0,2017,BL,79.4334183029,107.448689727229
1203,Geneva Avenue,4768700,5,2,0,2016,SLM,68.0337627864,91.9794832811353
1204,Monsignor Reynolds Way,5671100,5,2,0,2011,SLM,22.40893895,30.2877804797092
1205,Washington Street,5715900,3,2,0,2016,SLM,109.511918954,148.18924543044
1206,Boylston Street,4526700,2,2,0,2022,SBL,222.815140508,301.143283160266
1207,Washington Street,4474800,3,2,0,2020,SBL,64.9685215277,88.0619559219704
1208,Winter Place,5534400,0,0,0, ,PED,44.3756501038,60.1198351856084
1209,Jackson Place,5531500,0,0,0, ,PED,36.0447907752,48.8294036648181
1210,Quincy Street,5721200,5,2,0,2019,SLM,139.939289358,189.126584283192
1211,Tremont Street,5227700,3,2,0,2020,SBL,72.5492109322,98.2527430690588
1212,Washington Street,5327900,5,2,0, ,SLM,25.2342836921,34.1566729981803
1213,Washington Street,5724600,5,2,0, ,SLM,53.8634624364,72.9604932771508
1214,Washington Street,4913500,5,2,0, ,SLM,99.2251455935,134.372083088891
1215,Quincy Street,4717500,5,2,0,2019,SLM,66.4451075251,89.7887970899288
1216,Washington Street,5132900,3,2,0,2011,SLM,47.2520434267,63.8964641504699
1217,Arlington Street,5272400,3,2,0,2020,SBL,46.6554109437,63.2410494984751
1218,Arlington Street,5272200,3,2,0,2020,SBL,42.7001740924,57.8795583053691
1219,Arlington Street,5272100,3,2,0,2020,SBL,44.3799889032,60.1561793071375
1220,Main Street,5232100,5,2,0,2011,BL,20.9402516499,28.3667938933449
1221,Main Street,5231900,5,2,0,2011,SLM,49.3539706492,66.8358945239019
1222,Main Street,4394900,5,2,0,2014,BFBL,34.2456942015,46.3409809514287
1223,Alford Street,5196400,3,2,1,2016,BFBL,357.794603354,485.218933001974
1224,Adams Street,5006700,5,2,0,2017,BL,285.855427506,386.586187855175
1225,Ashmont Street,4894100,5,2,0,2013,SLM,97.3575222272,131.49247694371
1226,Dorchester Avenue,5743600,3,2,0,2011,SLM,78.0855984923,105.775256463917
1227,Dorchester Avenue,4820900,3,2,0,2011,SLM,73.0227448754,98.9220959005153
1228,Dorchester Avenue,4806800,3,2,0,2011,SLM,55.5685055822,75.2755344707168
1229,Dorchester Avenue,4792500,3,2,0,2011,SLM,111.927783603,151.634491520951
1230,Geneva Avenue,4781400,5,2,0,2016,SLM,36.9911504522,50.0083291998088
1231,Adams Street,4753800,5,2,0,2013,SLM,74.2731055335,100.616356438538
1232,Columbia Road,6242700,5,2,1,2010,BL,111.924173865,151.36101044934
1233,Washington Street,5171700,3,2,0,2011,SLM,92.244793958,124.989423454058
1234,Freeport Street,4751100,3,2,0,2013,BL,37.5683161843,50.9090556469052
1235,Freeport Street,5629000,3,2,0,2013,BL,126.286901029,170.645947687834
1236,Dorchester Avenue,4717200,3,2,0,2011,BL,74.1982405485,100.544372686758
1237,Dorchester Avenue,4705000,3,2,0,2011,BL,58.5414845861,79.3317087269336
1238,D Street,5415500,5,2,0,2013,BL,49.8563352522,67.5048223566294
1239,Maverick Street,4427400,5,2,0,2015,BL,62.6590551371,84.7635979846202
1240,Dorchester Avenue,5710100,3,2,0,2011,BL,19.2359189785,26.0722021802921
1241,Seaport Boulevard,6249800,3,2,1,2012,BFBL,313.518444645,424.201566546775
1242,Seaport Boulevard,6276100,3,2,1,2018,SBL,279.910039676,378.594882945792
1243,Main Street,5418600,5,2,0,2012,BL,48.8434941554,66.2143441578163
1244,City Square,5820700,5,2,0,2012,BL,31.2310845254,42.244597765721
1245,City Square,5581601,5,1,0,2012,BL,23.3750945783,31.6342791693127
1246,Main Street,5231700,5,2,0,2012,BL,32.1746294765,43.5909017181139
1247,Dexter Row,5830500,5,2,0,2012,BL,79.3468124626,107.397303632988
1248,Adams Street,5498400,5,2,0,2017,BL,69.2771015799,93.8409251633423
1249,Adams Street,5498300,5,2,0,2017,BL,22.9711058652,31.115409302502
1250,Ashmont Street,4877900,5,2,0,2013,SLM,39.9478941678,53.9441918225177
1251,Adams Street,5343000,5,2,0,2013,SLM,72.4739492339,98.1863409065763
1252,Neponset Avenue,4801200,5,2,0,2012,BL,92.9751274469,125.743287615289
1253,Dorchester Avenue,5687000,3,2,0,2011,SLM,36.518839461,49.4774965306814
1254,Adams Street,4787300,5,2,0,2013,SLM,67.4094109842,91.2494756516006
1255,Dorchester Avenue,4595900,3,2,0,2011,BL,59.1701805661,80.2156386586063
1256,D Street,4574300,5,2,0,2013,SLM,44.3773230165,60.0721842925368
1257,Dorchester Avenue,6266700,3,2,0,2011,SLM,47.6884284789,64.6563139905665
1258,Dorchester Avenue,5627100,3,2,0,2011,SLM,37.8716129007,51.3469381900715
1259,Kneeland Street,5233200,3,2,0,2017,BL,67.2132909848,90.8397336282562
1260,Franklin Street,4462500,5,2,0,2011,BL,55.4296655432,74.89876133164
1261,Congress Street,5237400,3,2,0,2016,SBL,29.5336040709,40.0064089383668
1262,Purchase Street,45234900,3,2,0,2011,BL,172.143606552,232.911921627692
1263,Congress Street,5873900,3,2,0,2011,SLM,63.4911563917,85.9856900861514
1264,Devonshire Street,5648700,5,2,0,2012,SLM,78.1257781269,105.952803152094
1265,Devonshire Street,5493400,5,2,0,2012,SLM,95.8607140077,130.007919077243
1266,Kilby Street,5805300,0,2,0,2011,BL,86.4383546532,117.183622966535
1267,Milk Street,5386600,5,2,0,2011,BL,23.9175598525,32.3667780643047
1268, ,6017900,0, ,1,2011,BL,44.6926493415,60.4837514706644
1269,Milk Street,5614400,5,2,0,2011,BL,46.8154086049,63.3907263902758
1270,Milk Street,5336700,5,2,0,2011,SLM,83.7746479354,113.390110670109
1271,North Washington Street,45224600,3,2,1,2014,SLM,113.437920565,153.864216637524
1272,Salem Street,5242800,0,2,0,2013,SLM,34.9440356557,47.3638130035302
1273,Salem Street,5242900,0,2,0,2013,SLM,29.5017486421,39.9977251328823
1274,Commercial Street,5640800,5,2,0,2017,SBL,60.4744230029,81.7464342943389
1275,Freeport Street,4774500,3,2,0,2013,BLSL,87.7587457838,118.631966721207
1276,Freeport Street,4786900,3,2,0,2013,SLM,34.0664367156,46.145883435936
1277,Columbia Road,4641000,3,1,1,2016,BFBL,249.770503237,338.36626742589
1278,Charles River Dam,6251000,2,3,1,2019,SBL,101.758851691,137.681471482924
1279,Broadway,45241600,3,2,0,2021,SBLSL,267.35926542,361.241828123116
1280,Marginal Road,4512200,5,2,0,2019,BFBL,123.667744616,167.11892829655
1281,Harrison Avenue,5237900,5,2,0,2019,BL,20.2054069106,27.3901650742544
1282,Summer Street,45265401,3,2,1,2021,SBL,154.94889003,209.607075084105
1283,Seaport Boulevard,45264300,3,5,0,2017,SLM,193.806673997,262.084349486809
1284,Congress Street,5647200,3,2,1,2022,SLM,271.459697759,367.956486468746
1285,Congress Street,5648200,3,2,0,2016,SLM,44.2367724727,59.9800763862495
1286,Congress Street,5824500,3,2,0,2016,SLM,17.425890862,23.6307044077785
1287,West Fourth Street,5672301,3,2,0,2021,SBLBL,127.011215084,171.648215861139
1288,Summer Street,5841700,0,2,0,2020,CFBL,79.0120556267,106.987411805768
1289,Mount Vernon Street,6297500,6,2,1,2013,BFBL,363.918488359,491.804076728771
1290,Old Colony Avenue,4621100,3,3,1,2016,BFBL,34.1742759167,46.3256286138702
1291,William Day Boulevard,5133400,3,3,0,2018,BFBL,608.48142663,824.490104247183
1292,D Street,4558000,5,2,0,2013,BLSL,49.7100920375,67.2954356286586
1293,D Street,4547300,5,2,0,2013,CFBL,84.2968185333,114.106799830299
1294,D Street,4544400,5,2,0,2013,SLM,99.7026914034,134.977679106178
